window_index,y_now,k,horizon_s,attack_prob,progression_state,attck_phase,confidence
1624,0,2,20,0.0221,NORMAL,None,Medium
1624,0,3,30,0.0251,NORMAL,None,Medium
1624,0,4,40,0.0268,NORMAL,None,Low
1624,0,5,50,0.0282,NORMAL,None,Low
1624,0,6,60,0.0302,NORMAL,None,Low
1625,0,1,10,0.015,NORMAL,None,Medium
1625,0,2,20,0.0255,NORMAL,None,Medium
1625,0,3,30,0.0248,NORMAL,None,Medium
1625,0,4,40,0.0233,NORMAL,None,Low
1625,0,5,50,0.0239,NORMAL,None,Low
1625,0,6,60,0.0255,NORMAL,None,Low
1626,0,1,10,0.0198,NORMAL,None,Medium
1626,0,2,20,0.0257,NORMAL,None,Medium
1626,0,3,30,0.0294,NORMAL,None,Medium
1626,0,4,40,0.026,NORMAL,None,Low
1626,0,5,50,0.0278,NORMAL,None,Low
1626,0,6,60,0.0284,NORMAL,None,Low
1627,0,1,10,0.0221,NORMAL,None,Medium
1627,0,2,20,0.0274,NORMAL,None,Medium
1627,0,3,30,0.0286,NORMAL,None,Medium
1627,0,4,40,0.0297,NORMAL,None,Low
1627,0,5,50,0.0253,NORMAL,None,Low
1627,0,6,60,0.0264,NORMAL,None,Low
1628,0,1,10,0.0274,NORMAL,None,Medium
1628,0,2,20,0.0298,NORMAL,None,Medium
1628,0,3,30,0.0265,NORMAL,None,Medium
1628,0,4,40,0.0258,NORMAL,None,Low
1628,0,5,50,0.0281,NORMAL,None,Low
1628,0,6,60,0.0273,NORMAL,None,Low
1629,0,1,10,0.0288,NORMAL,None,Medium
1629,0,2,20,0.0313,NORMAL,None,Medium
1629,0,3,30,0.0309,NORMAL,None,Medium
1629,0,4,40,0.0291,NORMAL,None,Low
1629,0,5,50,0.0265,NORMAL,None,Low
1629,0,6,60,0.0265,NORMAL,None,Low
1630,0,1,10,0.0262,NORMAL,None,Medium
1630,0,2,20,0.0282,NORMAL,None,Medium
1630,0,3,30,0.0294,NORMAL,None,Medium
1630,0,4,40,0.0299,NORMAL,None,Low
1630,0,5,50,0.0278,NORMAL,None,Low
1630,0,6,60,0.028,NORMAL,None,Low
1631,0,1,10,0.0218,NORMAL,None,Medium
1631,0,2,20,0.0246,NORMAL,None,Medium
1631,0,3,30,0.0275,NORMAL,None,Medium
1631,0,4,40,0.0265,NORMAL,None,Low
1631,0,5,50,0.0281,NORMAL,None,Low
1631,0,6,60,0.0276,NORMAL,None,Low
1632,0,1,10,0.0236,NORMAL,None,Medium
1632,0,2,20,0.025,NORMAL,None,Medium
1632,0,3,30,0.0262,NORMAL,None,Medium
1632,0,4,40,0.0242,NORMAL,None,Low
1632,0,5,50,0.0247,NORMAL,None,Low
1632,0,6,60,0.0267,NORMAL,None,Low
1633,0,1,10,0.0182,NORMAL,None,Medium
1633,0,2,20,0.023,NORMAL,None,Medium
1633,0,3,30,0.0257,NORMAL,None,Medium
1633,0,4,40,0.0247,NORMAL,None,Low
1633,0,5,50,0.023,NORMAL,None,Low
1633,0,6,60,0.0263,NORMAL,None,Low
1634,0,1,10,0.0171,NORMAL,None,Medium
1634,0,2,20,0.0246,NORMAL,None,Medium
1634,0,3,30,0.0261,NORMAL,None,Medium
1634,0,4,40,0.026,NORMAL,None,Low
1634,0,5,50,0.0269,NORMAL,None,Low
1634,0,6,60,0.0258,NORMAL,None,Low
1635,0,1,10,0.0177,NORMAL,None,Medium
1635,0,2,20,0.0225,NORMAL,None,Medium
1635,0,3,30,0.0246,NORMAL,None,Medium
1635,0,4,40,0.0258,NORMAL,None,Low
1635,0,5,50,0.0267,NORMAL,None,Low
1635,0,6,60,0.0251,NORMAL,None,Low
1636,0,1,10,0.039,NORMAL,None,Medium
1636,0,2,20,0.0356,NORMAL,None,Medium
1636,0,3,30,0.0301,NORMAL,None,Medium
1636,0,4,40,0.0279,NORMAL,None,Low
1636,0,5,50,0.0266,NORMAL,None,Low
1636,0,6,60,0.0263,NORMAL,None,Low
1637,0,1,10,0.0194,NORMAL,None,Medium
1637,0,2,20,0.0249,NORMAL,None,Medium
1637,0,3,30,0.0268,NORMAL,None,Medium
1637,0,4,40,0.0244,NORMAL,None,Low
1637,0,5,50,0.0236,NORMAL,None,Low
1637,0,6,60,0.0263,NORMAL,None,Low
1638,0,1,10,0.0215,NORMAL,None,Medium
1638,0,2,20,0.0269,NORMAL,None,Medium
1638,0,3,30,0.0266,NORMAL,None,Medium
1638,0,4,40,0.0261,NORMAL,None,Low
1638,0,5,50,0.0261,NORMAL,None,Low
1638,0,6,60,0.0238,NORMAL,None,Low
1639,0,1,10,0.0299,NORMAL,None,Medium
1639,0,2,20,0.0335,NORMAL,None,Medium
1639,0,3,30,0.0346,NORMAL,None,Medium
1639,0,4,40,0.0318,NORMAL,None,Low
1639,0,5,50,0.032,NORMAL,None,Low
1639,0,6,60,0.0279,NORMAL,None,Low
1640,0,1,10,0.0499,NORMAL,None,Medium
1640,0,2,20,0.0457,NORMAL,None,Medium
1640,0,3,30,0.0405,NORMAL,None,Medium
1640,0,4,40,0.0388,NORMAL,None,Low
1640,0,5,50,0.0347,NORMAL,None,Low
1640,0,6,60,0.0347,NORMAL,None,Low
1641,0,1,10,0.0275,NORMAL,None,Medium
1641,0,2,20,0.03,NORMAL,None,Medium
1641,0,3,30,0.03,NORMAL,None,Medium
1641,0,4,40,0.0247,NORMAL,None,Low
1641,0,5,50,0.0253,NORMAL,None,Low
1641,0,6,60,0.0251,NORMAL,None,Low
1642,0,1,10,0.0721,NORMAL,None,Medium
1642,0,2,20,0.0635,NORMAL,None,Medium
1642,0,3,30,0.0502,NORMAL,None,Medium
1642,0,4,40,0.0369,NORMAL,None,Low
1642,0,5,50,0.0321,NORMAL,None,Low
1642,0,6,60,0.0308,NORMAL,None,Low
1643,0,1,10,0.0779,NORMAL,None,Medium
1643,0,2,20,0.0625,NORMAL,None,Medium
1643,0,3,30,0.0528,NORMAL,None,Medium
1643,0,4,40,0.0471,NORMAL,None,Low
1643,0,5,50,0.0387,NORMAL,None,Low
1643,0,6,60,0.0339,NORMAL,None,Low
1644,0,1,10,0.0673,NORMAL,None,Medium
1644,0,2,20,0.056,NORMAL,None,Medium
1644,0,3,30,0.0464,NORMAL,None,Medium
1644,0,4,40,0.0442,NORMAL,None,Low
1644,0,5,50,0.038,NORMAL,None,Low
1644,0,6,60,0.0376,NORMAL,None,Low
1645,0,1,10,0.0458,NORMAL,None,Medium
1645,0,2,20,0.0422,NORMAL,None,Medium
1645,0,3,30,0.036,NORMAL,None,Medium
1645,0,4,40,0.0307,NORMAL,None,Low
1645,0,5,50,0.0292,NORMAL,None,Low
1645,0,6,60,0.0286,NORMAL,None,Low
1646,0,1,10,0.1081,NORMAL,None,Medium
1646,0,2,20,0.082,NORMAL,None,Medium
1646,0,3,30,0.0685,NORMAL,None,Medium
1646,0,4,40,0.0562,NORMAL,None,Low
1646,0,5,50,0.0429,NORMAL,None,Low
1646,0,6,60,0.0381,NORMAL,None,Low
1647,0,1,10,0.0721,NORMAL,None,Medium
1647,0,2,20,0.0623,NORMAL,None,Medium
1647,0,3,30,0.0485,NORMAL,None,Medium
1647,0,4,40,0.0397,NORMAL,None,Low
1647,0,5,50,0.0367,NORMAL,None,Low
1647,0,6,60,0.0323,NORMAL,None,Low
1648,0,1,10,0.0535,NORMAL,None,Medium
1648,0,2,20,0.0355,NORMAL,None,Medium
1648,0,3,30,0.0314,NORMAL,None,Medium
1648,0,4,40,0.0287,NORMAL,None,Low
1648,0,5,50,0.0299,NORMAL,None,Low
1648,0,6,60,0.0314,NORMAL,None,Low
1649,0,1,10,0.0978,NORMAL,None,Medium
1649,0,2,20,0.0559,NORMAL,None,Medium
1649,0,3,30,0.0467,NORMAL,None,Medium
1649,0,4,40,0.0362,NORMAL,None,Low
1649,0,5,50,0.0326,NORMAL,None,Low
1649,0,6,60,0.0315,NORMAL,None,Low
1770,0,1,10,0.0598,NORMAL,None,Medium
1770,0,2,20,0.0466,NORMAL,None,Medium
1770,0,3,30,0.0405,NORMAL,None,Medium
1770,0,4,40,0.036,NORMAL,None,Low
1770,0,5,50,0.0303,NORMAL,None,Low
1770,0,6,60,0.032,NORMAL,None,Low
1771,0,1,10,0.0819,NORMAL,None,Medium
1771,0,2,20,0.0627,NORMAL,None,Medium
1771,0,3,30,0.0515,NORMAL,None,Medium
1771,0,4,40,0.0433,NORMAL,None,Low
1771,0,5,50,0.0397,NORMAL,None,Low
1771,0,6,60,0.0378,NORMAL,None,Low
1772,0,1,10,0.1068,NORMAL,None,Medium
1772,0,2,20,0.0798,NORMAL,None,Medium
1772,0,3,30,0.061,NORMAL,None,Medium
1772,0,4,40,0.0489,NORMAL,None,Low
1772,0,5,50,0.0409,NORMAL,None,Low
1772,0,6,60,0.0329,NORMAL,None,Low
1773,0,1,10,0.2106,NORMAL,None,Medium
1773,0,2,20,0.1529,NORMAL,None,Medium
1773,0,3,30,0.1145,NORMAL,None,Medium
1773,0,4,40,0.0848,NORMAL,None,Low
1773,0,5,50,0.0647,NORMAL,None,Low
1773,0,6,60,0.0518,NORMAL,None,Low
1774,1,1,10,0.2655,NORMAL,None,Medium
1774,1,2,20,0.2072,NORMAL,None,Medium
1774,1,3,30,0.172,NORMAL,None,Medium
1774,1,4,40,0.1342,NORMAL,None,Low
1774,1,5,50,0.0952,NORMAL,None,Low
1774,1,6,60,0.0721,NORMAL,None,Low
1775,1,1,10,0.1814,NORMAL,None,Medium
1775,1,2,20,0.1426,NORMAL,None,Medium
1775,1,3,30,0.1147,NORMAL,None,Medium
1775,1,4,40,0.0934,NORMAL,None,Low
1775,1,5,50,0.0624,NORMAL,None,Low
1775,1,6,60,0.0567,NORMAL,None,Low
1776,1,1,10,0.1056,NORMAL,None,Medium
1776,1,2,20,0.0841,NORMAL,None,Medium
1776,1,3,30,0.0626,NORMAL,None,Medium
1776,1,4,40,0.0495,NORMAL,None,Low
1776,1,5,50,0.0471,NORMAL,None,Low
1776,1,6,60,0.0392,NORMAL,None,Low
1777,1,1,10,0.295,NORMAL,None,Medium
1777,1,2,20,0.2486,NORMAL,None,Medium
1777,1,3,30,0.1905,NORMAL,None,Medium
1777,1,4,40,0.1611,NORMAL,None,Low
1777,1,5,50,0.1249,NORMAL,None,Low
1777,1,6,60,0.1022,NORMAL,None,Low
1778,1,1,10,0.1905,NORMAL,None,Medium
1778,1,2,20,0.1599,NORMAL,None,Medium
1778,1,3,30,0.1194,NORMAL,None,Medium
1778,1,4,40,0.0836,NORMAL,None,Low
1778,1,5,50,0.0642,NORMAL,None,Low
1778,1,6,60,0.0592,NORMAL,None,Low
1779,1,1,10,0.0478,NORMAL,None,Medium
1779,1,2,20,0.0387,NORMAL,None,Medium
1779,1,3,30,0.0361,NORMAL,None,Medium
1779,1,4,40,0.0305,NORMAL,None,Low
1779,1,5,50,0.0288,NORMAL,None,Low
1779,1,6,60,0.0306,NORMAL,None,Low
1780,1,1,10,0.0541,NORMAL,None,Medium
1780,1,2,20,0.0512,NORMAL,None,Medium
1780,1,3,30,0.0405,NORMAL,None,Medium
1780,1,4,40,0.0351,NORMAL,None,Low
1780,1,5,50,0.0347,NORMAL,None,Low
1780,1,6,60,0.0286,NORMAL,None,Low
1781,1,1,10,0.3078,NORMAL,None,Medium
1781,1,2,20,0.2619,NORMAL,None,Medium
1781,1,3,30,0.2276,NORMAL,None,Medium
1781,1,4,40,0.1809,NORMAL,None,Low
1781,1,5,50,0.1507,NORMAL,None,Low
1781,1,6,60,0.1177,NORMAL,None,Low
1782,1,1,10,0.5995,PRE_ATTACK,Reconnaissance,Low
1782,1,2,20,0.6119,PRE_ATTACK,Reconnaissance,Low
1782,1,3,30,0.6283,PRE_ATTACK,Reconnaissance,Low
1782,1,4,40,0.632,PRE_ATTACK,Reconnaissance,Low
1782,1,5,50,0.6496,PRE_ATTACK,Reconnaissance,Low
1782,1,6,60,0.6497,PRE_ATTACK,Reconnaissance,Low
1783,0,1,10,0.5458,PRE_ATTACK,Reconnaissance,Low
1783,0,2,20,0.5391,PRE_ATTACK,Reconnaissance,Low
1783,0,3,30,0.5396,PRE_ATTACK,Reconnaissance,Low
1783,0,4,40,0.5213,NORMAL,None,Low
1783,0,5,50,0.5135,NORMAL,None,Low
1783,0,6,60,0.4863,NORMAL,None,Low
1920,0,1,10,0.0165,NORMAL,None,Medium
1920,0,2,20,0.0226,NORMAL,None,Medium
1920,0,3,30,0.0236,NORMAL,None,Medium
1920,0,4,40,0.0242,NORMAL,None,Low
1920,0,5,50,0.0244,NORMAL,None,Low
1920,0,6,60,0.0251,NORMAL,None,Low
1921,0,1,10,0.02,NORMAL,None,Medium
1921,0,2,20,0.0255,NORMAL,None,Medium
1921,0,3,30,0.0252,NORMAL,None,Medium
1921,0,4,40,0.027,NORMAL,None,Low
1921,0,5,50,0.0263,NORMAL,None,Low
1921,0,6,60,0.0251,NORMAL,None,Low
1922,0,1,10,0.0211,NORMAL,None,Medium
1922,0,2,20,0.0255,NORMAL,None,Medium
1922,0,3,30,0.0263,NORMAL,None,Medium
1922,0,4,40,0.0279,NORMAL,None,Low
1922,0,5,50,0.0246,NORMAL,None,Low
1922,0,6,60,0.0275,NORMAL,None,Low
1923,0,1,10,0.0219,NORMAL,None,Medium
1923,0,2,20,0.024,NORMAL,None,Medium
1923,0,3,30,0.0245,NORMAL,None,Medium
1923,0,4,40,0.0271,NORMAL,None,Low
1923,0,5,50,0.0247,NORMAL,None,Low
1923,0,6,60,0.0268,NORMAL,None,Low
1924,0,1,10,0.0289,NORMAL,None,Medium
1924,0,2,20,0.03,NORMAL,None,Medium
1924,0,3,30,0.0284,NORMAL,None,Medium
1924,0,4,40,0.0304,NORMAL,None,Low
1924,0,5,50,0.0281,NORMAL,None,Low
1924,0,6,60,0.0244,NORMAL,None,Low
1925,0,1,10,0.0478,NORMAL,None,Medium
1925,0,2,20,0.0385,NORMAL,None,Medium
1925,0,3,30,0.0336,NORMAL,None,Medium
1925,0,4,40,0.0313,NORMAL,None,Low
1925,0,5,50,0.0289,NORMAL,None,Low
1925,0,6,60,0.0281,NORMAL,None,Low
1926,0,1,10,0.0207,NORMAL,None,Medium
1926,0,2,20,0.0233,NORMAL,None,Medium
1926,0,3,30,0.0257,NORMAL,None,Medium
1926,0,4,40,0.0283,NORMAL,None,Low
1926,0,5,50,0.0279,NORMAL,None,Low
1926,0,6,60,0.0264,NORMAL,None,Low
1927,0,1,10,0.0172,NORMAL,None,Medium
1927,0,2,20,0.0221,NORMAL,None,Medium
1927,0,3,30,0.0244,NORMAL,None,Medium
1927,0,4,40,0.025,NORMAL,None,Low
1927,0,5,50,0.0254,NORMAL,None,Low
1927,0,6,60,0.0276,NORMAL,None,Low
1928,0,1,10,0.0161,NORMAL,None,Medium
1928,0,2,20,0.0209,NORMAL,None,Medium
1928,0,3,30,0.0254,NORMAL,None,Medium
1928,0,4,40,0.0253,NORMAL,None,Low
1928,0,5,50,0.0279,NORMAL,None,Low
1928,0,6,60,0.0275,NORMAL,None,Low
1929,0,1,10,0.0161,NORMAL,None,Medium
1929,0,2,20,0.0231,NORMAL,None,Medium
1929,0,3,30,0.0233,NORMAL,None,Medium
1929,0,4,40,0.025,NORMAL,None,Low
1929,0,5,50,0.025,NORMAL,None,Low
1929,0,6,60,0.025,NORMAL,None,Low
1930,0,1,10,0.0169,NORMAL,None,Medium
1930,0,2,20,0.0218,NORMAL,None,Medium
1930,0,3,30,0.0279,NORMAL,None,Medium
1930,0,4,40,0.0245,NORMAL,None,Low
1930,0,5,50,0.0235,NORMAL,None,Low
1930,0,6,60,0.0263,NORMAL,None,Low
1931,0,1,10,0.0172,NORMAL,None,Medium
1931,0,2,20,0.0208,NORMAL,None,Medium
1931,0,3,30,0.0244,NORMAL,None,Medium
1931,0,4,40,0.028,NORMAL,None,Low
1931,0,5,50,0.0275,NORMAL,None,Low
1931,0,6,60,0.0257,NORMAL,None,Low
1932,0,1,10,0.015,NORMAL,None,Medium
1932,0,2,20,0.0225,NORMAL,None,Medium
1932,0,3,30,0.0225,NORMAL,None,Medium
1932,0,4,40,0.0246,NORMAL,None,Low
1932,0,5,50,0.027,NORMAL,None,Low
1932,0,6,60,0.0274,NORMAL,None,Low
1933,0,1,10,0.0158,NORMAL,None,Medium
1933,0,2,20,0.0215,NORMAL,None,Medium
1933,0,3,30,0.0247,NORMAL,None,Medium
1933,0,4,40,0.026,NORMAL,None,Low
1933,0,5,50,0.0252,NORMAL,None,Low
1933,0,6,60,0.027,NORMAL,None,Low
1934,0,1,10,0.0174,NORMAL,None,Medium
1934,0,2,20,0.0257,NORMAL,None,Medium
1934,0,3,30,0.0275,NORMAL,None,Medium
1934,0,4,40,0.0261,NORMAL,None,Low
1934,0,5,50,0.0254,NORMAL,None,Low
1934,0,6,60,0.0262,NORMAL,None,Low
1935,0,1,10,0.017,NORMAL,None,Medium
1935,0,2,20,0.0221,NORMAL,None,Medium
1935,0,3,30,0.0256,NORMAL,None,Medium
1935,0,4,40,0.0274,NORMAL,None,Low
1935,0,5,50,0.026,NORMAL,None,Low
1935,0,6,60,0.0253,NORMAL,None,Low
1936,0,1,10,0.0167,NORMAL,None,Medium
1936,0,2,20,0.0215,NORMAL,None,Medium
1936,0,3,30,0.0257,NORMAL,None,Medium
1936,0,4,40,0.0278,NORMAL,None,Low
1936,0,5,50,0.0255,NORMAL,None,Low
1936,0,6,60,0.0265,NORMAL,None,Low
1937,0,1,10,0.0152,NORMAL,None,Medium
1937,0,2,20,0.0196,NORMAL,None,Medium
1937,0,3,30,0.0234,NORMAL,None,Medium
1937,0,4,40,0.0245,NORMAL,None,Low
1937,0,5,50,0.0254,NORMAL,None,Low
1937,0,6,60,0.0246,NORMAL,None,Low
1938,0,1,10,0.0179,NORMAL,None,Medium
1938,0,2,20,0.0235,NORMAL,None,Medium
1938,0,3,30,0.024,NORMAL,None,Medium
1938,0,4,40,0.0268,NORMAL,None,Low
1938,0,5,50,0.0261,NORMAL,None,Low
1938,0,6,60,0.0257,NORMAL,None,Low
1939,0,1,10,0.0145,NORMAL,None,Medium
1939,0,2,20,0.0224,NORMAL,None,Medium
1939,0,3,30,0.0232,NORMAL,None,Medium
1939,0,4,40,0.0247,NORMAL,None,Low
1939,0,5,50,0.0256,NORMAL,None,Low
1939,0,6,60,0.0275,NORMAL,None,Low
1940,0,1,10,0.0162,NORMAL,None,Medium
1940,0,2,20,0.0197,NORMAL,None,Medium
1940,0,3,30,0.0233,NORMAL,None,Medium
1940,0,4,40,0.0264,NORMAL,None,Low
1940,0,5,50,0.0269,NORMAL,None,Low
1940,0,6,60,0.0245,NORMAL,None,Low
1941,0,1,10,0.0169,NORMAL,None,Medium
1941,0,2,20,0.025,NORMAL,None,Medium
1941,0,3,30,0.0252,NORMAL,None,Medium
1941,0,4,40,0.0261,NORMAL,None,Low
1941,0,5,50,0.0255,NORMAL,None,Low
1941,0,6,60,0.0248,NORMAL,None,Low
1942,0,1,10,0.0203,NORMAL,None,Medium
1942,0,2,20,0.025,NORMAL,None,Medium
1942,0,3,30,0.0269,NORMAL,None,Medium
1942,0,4,40,0.0269,NORMAL,None,Low
1942,0,5,50,0.0257,NORMAL,None,Low
1942,0,6,60,0.0233,NORMAL,None,Low
1943,0,1,10,0.0587,NORMAL,None,Medium
1943,0,2,20,0.0431,NORMAL,None,Medium
1943,0,3,30,0.0392,NORMAL,None,Medium
1943,0,4,40,0.0302,NORMAL,None,Low
1943,0,5,50,0.0299,NORMAL,None,Low
1943,0,6,60,0.0268,NORMAL,None,Low
1944,0,1,10,0.2,NORMAL,None,Medium
1944,0,2,20,0.1558,NORMAL,None,Medium
1944,0,3,30,0.1217,NORMAL,None,Medium
1944,0,4,40,0.0871,NORMAL,None,Low
1944,0,5,50,0.0621,NORMAL,None,Low
1944,0,6,60,0.0524,NORMAL,None,Low
1945,0,1,10,0.1905,NORMAL,None,Medium
1945,0,2,20,0.1532,NORMAL,None,Medium
1945,0,3,30,0.1173,NORMAL,None,Medium
1945,0,4,40,0.0886,NORMAL,None,Low
1945,0,5,50,0.0661,NORMAL,None,Low
1945,0,6,60,0.0587,NORMAL,None,Low
1946,0,1,10,0.3342,NORMAL,None,Medium
1946,0,2,20,0.3066,NORMAL,None,Medium
1946,0,3,30,0.2584,NORMAL,None,Medium
1946,0,4,40,0.2069,NORMAL,None,Low
1946,0,5,50,0.1684,NORMAL,None,Low
1946,0,6,60,0.1354,NORMAL,None,Low
1947,0,1,10,0.2536,NORMAL,None,Medium
1947,0,2,20,0.195,NORMAL,None,Medium
1947,0,3,30,0.1574,NORMAL,None,Medium
1947,0,4,40,0.1131,NORMAL,None,Low
1947,0,5,50,0.086,NORMAL,None,Low
1947,0,6,60,0.0656,NORMAL,None,Low
1948,0,1,10,0.0849,NORMAL,None,Medium
1948,0,2,20,0.0683,NORMAL,None,Medium
1948,0,3,30,0.0504,NORMAL,None,Medium
1948,0,4,40,0.0443,NORMAL,None,Low
1948,0,5,50,0.0372,NORMAL,None,Low
1948,0,6,60,0.0356,NORMAL,None,Low
1949,0,1,10,0.0473,NORMAL,None,Medium
1949,0,2,20,0.0416,NORMAL,None,Medium
1949,0,3,30,0.0377,NORMAL,None,Medium
1949,0,4,40,0.0345,NORMAL,None,Low
1949,0,5,50,0.033,NORMAL,None,Low
1949,0,6,60,0.0315,NORMAL,None,Low
2070,0,1,10,0.6287,PRE_ATTACK,Reconnaissance,Low
2070,0,2,20,0.6384,PRE_ATTACK,Reconnaissance,Low
2070,0,3,30,0.6473,PRE_ATTACK,Reconnaissance,Low
2070,0,4,40,0.6532,PRE_ATTACK,Reconnaissance,Low
2070,0,5,50,0.6638,PRE_ATTACK,Reconnaissance,Low
2070,0,6,60,0.6585,PRE_ATTACK,Reconnaissance,Low
2071,0,1,10,0.4874,NORMAL,None,Medium
2071,0,2,20,0.46,NORMAL,None,Medium
2071,0,3,30,0.4188,NORMAL,None,Medium
2071,0,4,40,0.3823,NORMAL,None,Low
2071,0,5,50,0.359,NORMAL,None,Low
2071,0,6,60,0.3145,NORMAL,None,Low
2072,0,1,10,0.3219,NORMAL,None,Medium
2072,0,2,20,0.2936,NORMAL,None,Medium
2072,0,3,30,0.2601,NORMAL,None,Medium
2072,0,4,40,0.217,NORMAL,None,Low
2072,0,5,50,0.1834,NORMAL,None,Low
2072,0,6,60,0.1455,NORMAL,None,Low
2073,0,1,10,0.2307,NORMAL,None,Medium
2073,0,2,20,0.2106,NORMAL,None,Medium
2073,0,3,30,0.1618,NORMAL,None,Medium
2073,0,4,40,0.1303,NORMAL,None,Low
2073,0,5,50,0.1077,NORMAL,None,Low
2073,0,6,60,0.0773,NORMAL,None,Low
2074,0,1,10,0.2545,NORMAL,None,Medium
2074,0,2,20,0.1958,NORMAL,None,Medium
2074,0,3,30,0.1584,NORMAL,None,Medium
2074,0,4,40,0.1281,NORMAL,None,Low
2074,0,5,50,0.1041,NORMAL,None,Low
2074,0,6,60,0.0771,NORMAL,None,Low
2075,0,1,10,0.0828,NORMAL,None,Medium
2075,0,2,20,0.0668,NORMAL,None,Medium
2075,0,3,30,0.0497,NORMAL,None,Medium
2075,0,4,40,0.0429,NORMAL,None,Low
2075,0,5,50,0.0371,NORMAL,None,Low
2075,0,6,60,0.0318,NORMAL,None,Low
2076,0,1,10,0.0721,NORMAL,None,Medium
2076,0,2,20,0.0539,NORMAL,None,Medium
2076,0,3,30,0.0421,NORMAL,None,Medium
2076,0,4,40,0.0385,NORMAL,None,Low
2076,0,5,50,0.0308,NORMAL,None,Low
2076,0,6,60,0.0338,NORMAL,None,Low
2077,0,1,10,0.0199,NORMAL,None,Medium
2077,0,2,20,0.0226,NORMAL,None,Medium
2077,0,3,30,0.0272,NORMAL,None,Medium
2077,0,4,40,0.0249,NORMAL,None,Low
2077,0,5,50,0.0269,NORMAL,None,Low
2077,0,6,60,0.0249,NORMAL,None,Low
2078,0,1,10,0.0194,NORMAL,None,Medium
2078,0,2,20,0.0239,NORMAL,None,Medium
2078,0,3,30,0.025,NORMAL,None,Medium
2078,0,4,40,0.0263,NORMAL,None,Low
2078,0,5,50,0.0259,NORMAL,None,Low
2078,0,6,60,0.0255,NORMAL,None,Low
2079,0,1,10,0.0198,NORMAL,None,Medium
2079,0,2,20,0.0231,NORMAL,None,Medium
2079,0,3,30,0.0239,NORMAL,None,Medium
2079,0,4,40,0.0227,NORMAL,None,Low
2079,0,5,50,0.0245,NORMAL,None,Low
2079,0,6,60,0.0263,NORMAL,None,Low
2080,0,1,10,0.0141,NORMAL,None,Medium
2080,0,2,20,0.0201,NORMAL,None,Medium
2080,0,3,30,0.0231,NORMAL,None,Medium
2080,0,4,40,0.0238,NORMAL,None,Low
2080,0,5,50,0.0245,NORMAL,None,Low
2080,0,6,60,0.0256,NORMAL,None,Low
2081,0,1,10,0.0149,NORMAL,None,Medium
2081,0,2,20,0.0217,NORMAL,None,Medium
2081,0,3,30,0.0247,NORMAL,None,Medium
2081,0,4,40,0.0247,NORMAL,None,Low
2081,0,5,50,0.0258,NORMAL,None,Low
2081,0,6,60,0.0241,NORMAL,None,Low
2082,0,1,10,0.0311,NORMAL,None,Medium
2082,0,2,20,0.0284,NORMAL,None,Medium
2082,0,3,30,0.0266,NORMAL,None,Medium
2082,0,4,40,0.0274,NORMAL,None,Low
2082,0,5,50,0.0258,NORMAL,None,Low
2082,0,6,60,0.0241,NORMAL,None,Low
2083,0,1,10,0.019,NORMAL,None,Medium
2083,0,2,20,0.0241,NORMAL,None,Medium
2083,0,3,30,0.0249,NORMAL,None,Medium
2083,0,4,40,0.0259,NORMAL,None,Low
2083,0,5,50,0.0298,NORMAL,None,Low
2083,0,6,60,0.0282,NORMAL,None,Low
2084,0,1,10,0.0161,NORMAL,None,Medium
2084,0,2,20,0.0244,NORMAL,None,Medium
2084,0,3,30,0.0237,NORMAL,None,Medium
2084,0,4,40,0.0272,NORMAL,None,Low
2084,0,5,50,0.0267,NORMAL,None,Low
2084,0,6,60,0.0238,NORMAL,None,Low
2085,0,1,10,0.015,NORMAL,None,Medium
2085,0,2,20,0.0211,NORMAL,None,Medium
2085,0,3,30,0.0222,NORMAL,None,Medium
2085,0,4,40,0.0257,NORMAL,None,Low
2085,0,5,50,0.0259,NORMAL,None,Low
2085,0,6,60,0.0233,NORMAL,None,Low
2086,0,1,10,0.0172,NORMAL,None,Medium
2086,0,2,20,0.0225,NORMAL,None,Medium
2086,0,3,30,0.026,NORMAL,None,Medium
2086,0,4,40,0.0264,NORMAL,None,Low
2086,0,5,50,0.0264,NORMAL,None,Low
2086,0,6,60,0.0255,NORMAL,None,Low
2087,0,1,10,0.0144,NORMAL,None,Medium
2087,0,2,20,0.0193,NORMAL,None,Medium
2087,0,3,30,0.0215,NORMAL,None,Medium
2087,0,4,40,0.0241,NORMAL,None,Low
2087,0,5,50,0.0283,NORMAL,None,Low
2087,0,6,60,0.0258,NORMAL,None,Low
2088,0,1,10,0.014,NORMAL,None,Medium
2088,0,2,20,0.0199,NORMAL,None,Medium
2088,0,3,30,0.0221,NORMAL,None,Medium
2088,0,4,40,0.0245,NORMAL,None,Low
2088,0,5,50,0.0237,NORMAL,None,Low
2088,0,6,60,0.0251,NORMAL,None,Low
2089,0,1,10,0.0134,NORMAL,None,Medium
2089,0,2,20,0.0192,NORMAL,None,Medium
2089,0,3,30,0.0216,NORMAL,None,Medium
2089,0,4,40,0.0261,NORMAL,None,Low
2089,0,5,50,0.0243,NORMAL,None,Low
2089,0,6,60,0.0251,NORMAL,None,Low
2090,0,1,10,0.0145,NORMAL,None,Medium
2090,0,2,20,0.0214,NORMAL,None,Medium
2090,0,3,30,0.0233,NORMAL,None,Medium
2090,0,4,40,0.0256,NORMAL,None,Low
2090,0,5,50,0.0251,NORMAL,None,Low
